Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;pesticides;pesticides;pakistan;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;mexico;21-4-2023
border rejection;artificial colourants/synthetic dyes, unauthorised colour;adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, unauthorised colour;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;20-4-2023
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;thailand;18-4-2023
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;thailand;18-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;18-4-2023
border rejection;pesticides;pesticides;pakistan;17-4-2023
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;ukraine;17-4-2023
alert;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;denmark;17-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;ukraine;14-4-2023
alert;ochratoxin a;mycotoxin > ochratoxin > ochratoxin a;france;14-4-2023
alert;aflatoxin;mycotoxin > aflatoxin;denmark;13-4-2023
alert;aflatoxin;mycotoxin > aflatoxin;denmark;13-4-2023
border rejection;pesticides;pesticides;guyana;13-4-2023
alert;aflatoxin;mycotoxin > aflatoxin;denmark;13-4-2023
border rejection;carbendazim, imidacloprid, thiamethoxam, triazophos;pesticides > benzimidazole > carbendazim, pesticides > neonicotinoid > imidacloprid, pesticides > neonicotinoid > thiamethoxam, pesticides > organophosphate > triazophos;pakistan;12-4-2023
border rejection;pesticides;pesticides;nepal;12-4-2023
border rejection;pesticides;pesticides;pakistan;12-4-2023
border rejection;acetamiprid;pesticides > neonicotinoid > acetamiprid;pakistan;12-4-2023
alert;chlorate, chlorpyrifos;pesticides > inorganic compound > chlorate, pesticides > organophosphate > chlorpyrifos;peru;11-4-2023
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;11-4-2023
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;11-4-2023
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;ghana;11-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;11-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;11-4-2023
border rejection;methamidophos;pesticides > organophosphate > methamidophos;india;11-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;11-4-2023
