Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;bangladesh;21-7-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;20-7-2016
food;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;ecuador;20-7-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;20-7-2016
alert;metal fragment;metal fragment;united states;16-7-2016
alert;soybeans and products thereof, eggs and products thereof;soybeans and products thereof, eggs and products thereof;united states;14-7-2016
border rejection;spoilage;spoilage;indonesia;12-7-2016
border rejection;spoilage;spoilage;indonesia;12-7-2016
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;india;11-7-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-7-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;28-6-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;28-6-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;28-6-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;28-6-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;9-6-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;7-6-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;7-6-2016
food;vibrio cholerae;pathogen > pathogenic bacteria > vibrio spp > vibrio cholerae;vietnam;6-6-2016
border rejection;misbranding, missing required nutrition information, spoilage, unfit for human consumption, incorrect labeling;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, spoilage, poor or insufficient controls > unfit for human consumption, labelling/misdescription > incorrect labeling;guyana;6-6-2016
border rejection;spoilage;spoilage;india;2-6-2016
border rejection;salmonella, spoilage;pathogen > pathogenic bacteria > salmonella, spoilage;india;2-6-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;31-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;31-5-2016
food;residue level above mrl for doxycycline, residue level above mrl for sulfadiazine;residues of veterinary medicinal products > residue level above mrl for doxycycline, residues of veterinary medicinal products > residue level above mrl for sulfadiazine;vietnam;30-5-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-5-2016
border rejection;spoilage;spoilage;india;24-5-2016
border rejection;spoilage;spoilage;india;24-5-2016
food;sulphur dioxide and sulphites;sulphur dioxide and sulphites;netherlands;19-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;13-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;13-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;13-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;thailand;11-5-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;6-5-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;29-4-2016
food;spoilage;spoilage;india;27-4-2016
border rejection;spoilage;spoilage;bangladesh;22-4-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;22-4-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;22-4-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;20-4-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;12-4-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;12-4-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;12-4-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;8-4-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;8-4-2016
border rejection;nitrofuran, salmonella, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, pathogen > pathogenic bacteria > salmonella, residues of veterinary medicinal products > antibiotics, vet drugs;india;8-4-2016
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;thailand;31-3-2016
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;vietnam;30-3-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;22-3-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;21-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;18-3-2016
food;poor temperature control - rupture of the cold chain;poor or insufficient controls > improper conditions > poor temperature control - rupture of the cold chain;argentina;18-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;india;18-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-3-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;17-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;16-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;14-3-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;11-3-2016
border rejection;nitrofuran, salmonella, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, pathogen > pathogenic bacteria > salmonella, residues of veterinary medicinal products > antibiotics, vet drugs;india;11-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;9-3-2016
border rejection;spoilage;spoilage;vietnam;9-3-2016
border rejection;spoilage;spoilage;vietnam;9-3-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;8-3-2016
border rejection;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);malaysia;7-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;7-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;7-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;china;7-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;7-3-2016
border rejection;nitrofuran;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran;malaysia;7-3-2016
food;poor temperature control;poor or insufficient controls > improper conditions > poor temperature control;argentina;2-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;2-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;1-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;1-3-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;1-3-2016
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;26-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;23-2-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;12-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;12-2-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;11-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;9-2-2016
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;5-2-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;4-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;3-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;1-2-2016
border rejection;salmonella, spoilage;pathogen > pathogenic bacteria > salmonella, spoilage;india;1-2-2016
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;7-1-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;5-1-2016
food;prohibited substance nitrofuran (metabolite) furazolidone (aoz);residues of veterinary medicinal products > prohibited substance nitrofuran (metabolite) furazolidone (aoz);india;4-1-2016
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;india;4-1-2016
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;24-12-2015
border rejection;spoilage;spoilage;india;21-12-2015
border rejection;spoilage;spoilage;china;21-12-2015
border rejection;spoilage;spoilage;india;21-12-2015
border rejection;spoilage;spoilage;nicaragua;17-12-2015
